simSteps Time(ms) Input(Iapp) Output(V_axon)
28252 1.413 0.000 -60.18687069
28253 1.413 0.000 -60.17274249
28254 1.413 0.000 -60.15854134
28255 1.413 0.000 -60.14426650
28256 1.413 0.000 -60.12991720
28257 1.413 0.000 -60.11549264
28258 1.413 0.000 -60.10099204
28259 1.413 0.000 -60.08641460
28260 1.413 0.000 -60.07175951
28261 1.413 0.000 -60.05702594
28262 1.413 0.000 -60.04221305
28263 1.413 0.000 -60.02732000
28264 1.413 0.000 -60.01234593
28265 1.413 0.000 -59.99728997
28266 1.413 0.000 -59.98215123
28267 1.413 0.000 -59.96692881
28268 1.413 0.000 -59.95162181
28269 1.413 0.000 -59.93622930
28270 1.413 0.000 -59.92075035
28271 1.414 0.000 -59.90518400
28272 1.414 0.000 -59.88952931
28273 1.414 0.000 -59.87378528
28274 1.414 0.000 -59.85795094
28275 1.414 0.000 -59.84202527
28276 1.414 0.000 -59.82600725
28277 1.414 0.000 -59.80989586
28278 1.414 0.000 -59.79369003
28279 1.414 0.000 -59.77738872
28280 1.414 0.000 -59.76099083
28281 1.414 0.000 -59.74449528
28282 1.414 0.000 -59.72790094
28283 1.414 0.000 -59.71120670
28284 1.414 0.000 -59.69441140
28285 1.414 0.000 -59.67751389
28286 1.414 0.000 -59.66051298
28287 1.414 0.000 -59.64340748
28288 1.414 0.000 -59.62619617
28289 1.414 0.000 -59.60887783
28290 1.415 0.000 -59.59145120
28291 1.415 0.000 -59.57391501
28292 1.415 0.000 -59.55626797
28293 1.415 0.000 -59.53850877
28294 1.415 0.000 -59.52063609
28295 1.415 0.000 -59.50264858
28296 1.415 0.000 -59.48454487
28297 1.415 0.000 -59.46632356
28298 1.415 0.000 -59.44798326
28299 1.415 0.000 -59.42952253
28300 1.415 0.000 -59.41093992
28301 1.415 0.000 -59.39223394
28302 1.415 0.000 -59.37340311
28303 1.415 0.000 -59.35444590
28304 1.415 0.000 -59.33536077
28305 1.415 0.000 -59.31614614
28306 1.415 0.000 -59.29680043
28307 1.415 0.000 -59.27732203
28308 1.415 0.000 -59.25770928
28309 1.415 0.000 -59.23796052
28310 1.415 0.000 -59.21807406
28311 1.416 0.000 -59.19804817
28312 1.416 0.000 -59.17788113
28313 1.416 0.000 -59.15757114
28314 1.416 0.000 -59.13711641
28315 1.416 0.000 -59.11651511
28316 1.416 0.000 -59.09576539
28317 1.416 0.000 -59.07486536
28318 1.416 0.000 -59.05381310
28319 1.416 0.000 -59.03260666
28320 1.416 0.000 -59.01124408
28321 1.416 0.000 -58.98972335
28322 1.416 0.000 -58.96804241
28323 1.416 0.000 -58.94619922
28324 1.416 0.000 -58.92419166
28325 1.416 0.000 -58.90201759
28326 1.416 0.000 -58.87967486
28327 1.416 0.000 -58.85716124
28328 1.416 0.000 -58.83447452
28329 1.416 0.000 -58.81161241
28330 1.417 0.000 -58.78857260
28331 1.417 0.000 -58.76535275
28332 1.417 0.000 -58.74195048
28333 1.417 0.000 -58.71836337
28334 1.417 0.000 -58.69458895
28335 1.417 0.000 -58.67062474
28336 1.417 0.000 -58.64646820
28337 1.417 0.000 -58.62211675
28338 1.417 0.000 -58.59756778
28339 1.417 0.000 -58.57281862
28340 1.417 0.000 -58.54786660
28341 1.417 0.000 -58.52270895
28342 1.417 0.000 -58.49734291
28343 1.417 0.000 -58.47176564
28344 1.417 0.000 -58.44597427
28345 1.417 0.000 -58.41996589
28346 1.417 0.000 -58.39373754
28347 1.417 0.000 -58.36728621
28348 1.417 0.000 -58.34060886
28349 1.417 0.000 -58.31370237
28350 1.417 0.000 -58.28656361
28351 1.418 0.000 -58.25918938
28352 1.418 0.000 -58.23157644
28353 1.418 0.000 -58.20372149
28354 1.418 0.000 -58.17562119
28355 1.418 0.000 -58.14727214
28356 1.418 0.000 -58.11867091
28357 1.418 0.000 -58.08981400
28358 1.418 0.000 -58.06069785
28359 1.418 0.000 -58.03131887
28360 1.418 0.000 -58.00167341
28361 1.418 0.000 -57.97175775
28362 1.418 0.000 -57.94156813
28363 1.418 0.000 -57.91110075
28364 1.418 0.000 -57.88035172
28365 1.418 0.000 -57.84931712
28366 1.418 0.000 -57.81799296
28367 1.418 0.000 -57.78637522
28368 1.418 0.000 -57.75445979
28369 1.418 0.000 -57.72224251
28370 1.419 0.000 -57.68971920
28371 1.419 0.000 -57.65688557
28372 1.419 0.000 -57.62373730
28373 1.419 0.000 -57.59027001
28374 1.419 0.000 -57.55647926
28375 1.419 0.000 -57.52236056
28376 1.419 0.000 -57.48790935
28377 1.419 0.000 -57.45312102
28378 1.419 0.000 -57.41799090
28379 1.419 0.000 -57.38251426
28380 1.419 0.000 -57.34668631
28381 1.419 0.000 -57.31050223
28382 1.419 0.000 -57.27395710
28383 1.419 0.000 -57.23704598
28384 1.419 0.000 -57.19976385
28385 1.419 0.000 -57.16210565
28386 1.419 0.000 -57.12406627
28387 1.419 0.000 -57.08564053
28388 1.419 0.000 -57.04682320
28389 1.419 0.000 -57.00760902
28390 1.419 0.000 -56.96799266
28391 1.420 0.000 -56.92796874
28392 1.420 0.000 -56.88753184
28393 1.420 0.000 -56.84667649
28394 1.420 0.000 -56.80539719
28395 1.420 0.000 -56.76368836
28396 1.420 0.000 -56.72154443
28397 1.420 0.000 -56.67895974
28398 1.420 0.000 -56.63592864
28399 1.420 0.000 -56.59244541
28400 1.420 0.000 -56.54850432
28401 1.420 0.000 -56.50409960
28402 1.420 0.000 -56.45922545
28403 1.420 0.000 -56.41387606
28404 1.420 0.000 -56.36804560
28405 1.420 0.000 -56.32172821
28406 1.420 0.000 -56.27491803
28407 1.420 0.000 -56.22760918
28408 1.420 0.000 -56.17979580
28409 1.420 0.000 -56.13147199
28410 1.421 0.000 -56.08263188
28411 1.421 0.000 -56.03326961
28412 1.421 0.000 -55.98337933
28413 1.421 0.000 -55.93295521
28414 1.421 0.000 -55.88199144
28415 1.421 0.000 -55.83048223
28416 1.421 0.000 -55.77842186
28417 1.421 0.000 -55.72580462
28418 1.421 0.000 -55.67262487
28419 1.421 0.000 -55.61887701
28420 1.421 0.000 -55.56455550
28421 1.421 0.000 -55.50965490
28422 1.421 0.000 -55.45416982
28423 1.421 0.000 -55.39809495
28424 1.421 0.000 -55.34142510
28425 1.421 0.000 -55.28415517
28426 1.421 0.000 -55.22628015
28427 1.421 0.000 -55.16779518
28428 1.421 0.000 -55.10869550
28429 1.421 0.000 -55.04897651
28430 1.421 0.000 -54.98863374
28431 1.422 0.000 -54.92766289
28432 1.422 0.000 -54.86605980
28433 1.422 0.000 -54.80382052
28434 1.422 0.000 -54.74094124
28435 1.422 0.000 -54.67741840
28436 1.422 0.000 -54.61324859
28437 1.422 0.000 -54.54842866
28438 1.422 0.000 -54.48295566
28439 1.422 0.000 -54.41682688
28440 1.422 0.000 -54.35003987
28441 1.422 0.000 -54.28259243
28442 1.422 0.000 -54.21448262
28443 1.422 0.000 -54.14570879
28444 1.422 0.000 -54.07626957
28445 1.422 0.000 -54.00616390
28446 1.422 0.000 -53.93539101
28447 1.422 0.000 -53.86395047
28448 1.422 0.000 -53.79184217
28449 1.422 0.000 -53.71906634
28450 1.423 0.000 -53.64562354
28451 1.423 0.000 -53.57151471
28452 1.423 0.000 -53.49674114
28453 1.423 0.000 -53.42130450
28454 1.423 0.000 -53.34520683
28455 1.423 0.000 -53.26845056
28456 1.423 0.000 -53.19103851
28457 1.423 0.000 -53.11297392
28458 1.423 0.000 -53.03426041
28459 1.423 0.000 -52.95490201
28460 1.423 0.000 -52.87490318
28461 1.423 0.000 -52.79426879
28462 1.423 0.000 -52.71300411
28463 1.423 0.000 -52.63111486
28464 1.423 0.000 -52.54860717
28465 1.423 0.000 -52.46548760
28466 1.423 0.000 -52.38176310
28467 1.423 0.000 -52.29744110
28468 1.423 0.000 -52.21252939
28469 1.423 0.000 -52.12703620
28470 1.423 0.000 -52.04097019
28471 1.424 0.000 -51.95434039
28472 1.424 0.000 -51.86715625
28473 1.424 0.000 -51.77942762
28474 1.424 0.000 -51.69116472
28475 1.424 0.000 -51.60237816
28476 1.424 0.000 -51.51307891
28477 1.424 0.000 -51.42327829
28478 1.424 0.000 -51.33298799
28479 1.424 0.000 -51.24222002
28480 1.424 0.000 -51.15098669
28481 1.424 0.000 -51.05930066
28482 1.424 0.000 -50.96717484
28483 1.424 0.000 -50.87462245
28484 1.424 0.000 -50.78165694
28485 1.424 0.000 -50.68829203
28486 1.424 0.000 -50.59454166
28487 1.424 0.000 -50.50041996
28488 1.424 0.000 -50.40594128
28489 1.424 0.000 -50.31112011
28490 1.425 0.000 -50.21597111
28491 1.425 0.000 -50.12050908
28492 1.425 0.000 -50.02474891
28493 1.425 0.000 -49.92870558
28494 1.425 0.000 -49.83239417
28495 1.425 0.000 -49.73582978
28496 1.425 0.000 -49.63902754
28497 1.425 0.000 -49.54200261
28498 1.425 0.000 -49.44477011
28499 1.425 0.000 -49.34734515
28500 1.425 0.000 -49.24974276
28501 1.425 0.000 -49.15197792
28502 1.425 0.000 -49.05406549
28503 1.425 0.000 -48.95602024
28504 1.425 0.000 -48.85785678
28505 1.425 0.000 -48.75958958
28506 1.425 0.000 -48.66123294
28507 1.425 0.000 -48.56280095
28508 1.425 0.000 -48.46430752
28509 1.425 0.000 -48.36576630
28510 1.425 0.000 -48.26719073
28511 1.426 0.000 -48.16859397
28512 1.426 0.000 -48.06998893
28513 1.426 0.000 -47.97138819
28514 1.426 0.000 -47.87280408
28515 1.426 0.000 -47.77424858
28516 1.426 0.000 -47.67573336
28517 1.426 0.000 -47.57726974
28518 1.426 0.000 -47.47886871
28519 1.426 0.000 -47.38054089
28520 1.426 0.000 -47.28229654
28521 1.426 0.000 -47.18414554
28522 1.426 0.000 -47.08609739
28523 1.426 0.000 -46.98816120
28524 1.426 0.000 -46.89034569
28525 1.426 0.000 -46.79265919
28526 1.426 0.000 -46.69510961
28527 1.426 0.000 -46.59770446
28528 1.426 0.000 -46.50045085
28529 1.426 0.000 -46.40335547
28530 1.427 0.000 -46.30642461
28531 1.427 0.000 -46.20966412
28532 1.427 0.000 -46.11307948
28533 1.427 0.000 -46.01667571
28534 1.427 0.000 -45.92045747
28535 1.427 0.000 -45.82442896
28536 1.427 0.000 -45.72859401
28537 1.427 0.000 -45.63295604
28538 1.427 0.000 -45.53751805
28539 1.427 0.000 -45.44228265
28540 1.427 0.000 -45.34725206
28541 1.427 0.000 -45.25242811
28542 1.427 0.000 -45.15781223
28543 1.427 0.000 -45.06340548
28544 1.427 0.000 -44.96920853
28545 1.427 0.000 -44.87522169
28546 1.427 0.000 -44.78144487
28547 1.427 0.000 -44.68787765
28548 1.427 0.000 -44.59451923
28549 1.427 0.000 -44.50136844
28550 1.427 0.000 -44.40842377
28551 1.428 0.000 -44.31568337
28552 1.428 0.000 -44.22314502
28553 1.428 0.000 -44.13080617
28554 1.428 0.000 -44.03866393
28555 1.428 0.000 -43.94671506
28556 1.428 0.000 -43.85495600
28557 1.428 0.000 -43.76338285
28558 1.428 0.000 -43.67199137
28559 1.428 0.000 -43.58077698
28560 1.428 0.000 -43.48973478
28561 1.428 0.000 -43.39885953
28562 1.428 0.000 -43.30814566
28563 1.428 0.000 -43.21758725
28564 1.428 0.000 -43.12717802
28565 1.428 0.000 -43.03691138
28566 1.428 0.000 -42.94678036
28567 1.428 0.000 -42.85677764
28568 1.428 0.000 -42.76689550
28569 1.428 0.000 -42.67712589
28570 1.429 0.000 -42.58746033
28571 1.429 0.000 -42.49788994
28572 1.429 0.000 -42.40840544
28573 1.429 0.000 -42.31899710
28574 1.429 0.000 -42.22965473
28575 1.429 0.000 -42.14036769
28576 1.429 0.000 -42.05112480
28577 1.429 0.000 -41.96191439
28578 1.429 0.000 -41.87272422
28579 1.429 0.000 -41.78354146
28580 1.429 0.000 -41.69435267
28581 1.429 0.000 -41.60514374
28582 1.429 0.000 -41.51589983
28583 1.429 0.000 -41.42660538
28584 1.429 0.000 -41.33724399
28585 1.429 0.000 -41.24779840
28586 1.429 0.000 -41.15825041
28587 1.429 0.000 -41.06858081
28588 1.429 0.000 -40.97876929
28589 1.429 0.000 -40.88879434
28590 1.429 0.000 -40.79863319
28591 1.430 0.000 -40.70826165
28592 1.430 0.000 -40.61765401
28593 1.430 0.000 -40.52678288
28594 1.430 0.000 -40.43561907
28595 1.430 0.000 -40.34413136
28596 1.430 0.000 -40.25228637
28597 1.430 0.000 -40.16004826
28598 1.430 0.000 -40.06737857
28599 1.430 0.000 -39.97423585
28600 1.430 0.000 -39.88057543
28601 1.430 0.000 -39.78634898
28602 1.430 0.000 -39.69150416
28603 1.430 0.000 -39.59598414
28604 1.430 0.000 -39.49972706
28605 1.430 0.000 -39.40266542
28606 1.430 0.000 -39.30472541
28607 1.430 0.000 -39.20582605
28608 1.430 0.000 -39.10587832
28609 1.430 0.000 -39.00478404
28610 1.431 0.000 -38.90243461
28611 1.431 0.000 -38.79870956
28612 1.431 0.000 -38.69347476
28613 1.431 0.000 -38.58658043
28614 1.431 0.000 -38.47785865
28615 1.431 0.000 -38.36712045
28616 1.431 0.000 -38.25415238
28617 1.431 0.000 -38.13871221
28618 1.431 0.000 -38.02052386
28619 1.431 0.000 -37.89927108
28620 1.431 0.000 -37.77458975
28621 1.431 0.000 -37.64605827
28622 1.431 0.000 -37.51318547
28623 1.431 0.000 -37.37539540
28624 1.431 0.000 -37.23200783
28625 1.431 0.000 -37.08221309
28626 1.431 0.000 -36.92503910
28627 1.431 0.000 -36.75930776
28628 1.431 0.000 -36.58357616
28629 1.431 0.000 -36.39605638
28630 1.431 0.000 -36.19450359
28631 1.432 0.000 -35.97605731
28632 1.432 0.000 -35.73701038
28633 1.432 0.000 -35.47246429
28634 1.432 0.000 -35.17579919
28635 1.432 0.000 -34.83783024
28636 1.432 0.000 -34.44540978
28637 1.432 0.000 -33.97899910
28638 1.432 0.000 -33.40820698
28639 1.432 0.000 -32.68302362
28640 1.432 0.000 -31.71515590
28641 1.432 0.000 -30.33435233
28642 1.432 0.000 -28.17535724
28643 1.432 0.000 -24.36812566
28644 1.432 0.000 -16.92629428
28645 1.432 0.000 -4.81561529
28646 1.432 0.000 4.25949856
28647 1.432 0.000 5.79577855
28648 1.432 0.000 1.22839239
28649 1.432 0.000 -5.76730871
28650 1.433 0.000 -12.21173025
28651 1.433 0.000 -17.31665346
28652 1.433 0.000 -21.53873430
28653 1.433 0.000 -25.48024007
28654 1.433 0.000 -29.50487349
28655 1.433 0.000 -33.49625578
28656 1.433 0.000 -36.89349745
28657 1.433 0.000 -39.39800388
28658 1.433 0.000 -41.12603634
28659 1.433 0.000 -42.28198930
28660 1.433 0.000 -43.03293458
28661 1.433 0.000 -43.49910484
28662 1.433 0.000 -43.76479606
28663 1.433 0.000 -43.88902787
28664 1.433 0.000 -43.91335400
28665 1.433 0.000 -43.86724742
28666 1.433 0.000 -43.77176780
28667 1.433 0.000 -43.64206506
28668 1.433 0.000 -43.48910070
28669 1.433 0.000 -43.32084184
28670 1.433 0.000 -43.14309706
28671 1.434 0.000 -42.96010684
28672 1.434 0.000 -42.77496446
28673 1.434 0.000 -42.58991861
28674 1.434 0.000 -42.40659275
28675 1.434 0.000 -42.22614554
28676 1.434 0.000 -42.04938893
28677 1.434 0.000 -41.87687576
28678 1.434 0.000 -41.70896527
28679 1.434 0.000 -41.54587209
28680 1.434 0.000 -41.38770345
28681 1.434 0.000 -41.23448714
28682 1.434 0.000 -41.08619294
28683 1.434 0.000 -40.94274886
28684 1.434 0.000 -40.80405350
28685 1.434 0.000 -40.66998553
28686 1.434 0.000 -40.54041086
28687 1.434 0.000 -40.41518816
28688 1.434 0.000 -40.29417289
28689 1.434 0.000 -40.17722050
28690 1.435 0.000 -40.06418867
28691 1.435 0.000 -39.95493904
28692 1.435 0.000 -39.84933845
28693 1.435 0.000 -39.74725976
28694 1.435 0.000 -39.64858248
28695 1.435 0.000 -39.55319311
28696 1.435 0.000 -39.46098536
28697 1.435 0.000 -39.37186025
28698 1.435 0.000 -39.28572605
28699 1.435 0.000 -39.20249825
28700 1.435 0.000 -39.12209937
28701 1.435 0.000 -39.04445883
28702 1.435 0.000 -38.96951270
28703 1.435 0.000 -38.89720345
28704 1.435 0.000 -38.82747976
28705 1.435 0.000 -38.76029618
28706 1.435 0.000 -38.69561288
28707 1.435 0.000 -38.63339533
28708 1.435 0.000 -38.57361404
28709 1.435 0.000 -38.51624419
28710 1.435 0.000 -38.46126535
28711 1.436 0.000 -38.40866109
28712 1.436 0.000 -38.35841869
28713 1.436 0.000 -38.31052873
28714 1.436 0.000 -38.26498476
28715 1.436 0.000 -38.22178289
28716 1.436 0.000 -38.18092140
28717 1.436 0.000 -38.14240033
28718 1.436 0.000 -38.10622108
28719 1.436 0.000 -38.07238595
28720 1.436 0.000 -38.04089771
28721 1.436 0.000 -38.01175917
28722 1.436 0.000 -37.98497271
28723 1.436 0.000 -37.96053985
28724 1.436 0.000 -37.93846075
28725 1.436 0.000 -37.91873381
28726 1.436 0.000 -37.90135520
28727 1.436 0.000 -37.88631846
28728 1.436 0.000 -37.87361405
28729 1.436 0.000 -37.86322903
28730 1.437 0.000 -37.85514664
28731 1.437 0.000 -37.84934606
28732 1.437 0.000 -37.84580204
28733 1.437 0.000 -37.84448475
28734 1.437 0.000 -37.84535955
28735 1.437 0.000 -37.84838689
28736 1.437 0.000 -37.85352223
28737 1.437 0.000 -37.86071603
28738 1.437 0.000 -37.86991380
28739 1.437 0.000 -37.88105623
28740 1.437 0.000 -37.89407935
28741 1.437 0.000 -37.90891477
28742 1.437 0.000 -37.92548997
28743 1.437 0.000 -37.94372863
28744 1.437 0.000 -37.96355106
28745 1.437 0.000 -37.98487458
28746 1.437 0.000 -38.00761400
28747 1.437 0.000 -38.03168211
28748 1.437 0.000 -38.05699021
28749 1.437 0.000 -38.08344858
28750 1.438 0.000 -38.11096703
28751 1.438 0.000 -38.13945542
28752 1.438 0.000 -38.16882414
28753 1.438 0.000 -38.19898461
28754 1.438 0.000 -38.22984972
28755 1.438 0.000 -38.26133427
28756 1.438 0.000 -38.29335538
28757 1.438 0.000 -38.32583281
28758 1.438 0.000 -38.35868929
28759 1.438 0.000 -38.39185078
28760 1.438 0.000 -38.42524675
28761 1.438 0.000 -38.45881027
28762 1.438 0.000 -38.49247827
28763 1.438 0.000 -38.52619154
28764 1.438 0.000 -38.55989485
28765 1.438 0.000 -38.59353697
28766 1.438 0.000 -38.62707067
28767 1.438 0.000 -38.66045267
28768 1.438 0.000 -38.69364356
28769 1.438 0.000 -38.72660777
28770 1.438 0.000 -38.75931340
28771 1.439 0.000 -38.79173213
28772 1.439 0.000 -38.82383907
28773 1.439 0.000 -38.85561258
28774 1.439 0.000 -38.88703417
28775 1.439 0.000 -38.91808826
28776 1.439 0.000 -38.94876205
28777 1.439 0.000 -38.97904534
28778 1.439 0.000 -39.00893032
28779 1.439 0.000 -39.03841146
28780 1.439 0.000 -39.06748527
28781 1.439 0.000 -39.09615018
28782 1.439 0.000 -39.12440633
28783 1.439 0.000 -39.15225548
28784 1.439 0.000 -39.17970080
28785 1.439 0.000 -39.20674672
28786 1.439 0.000 -39.23339887
28787 1.439 0.000 -39.25966385
28788 1.439 0.000 -39.28554919
28789 1.439 0.000 -39.31106316
28790 1.440 0.000 -39.33621476
28791 1.440 0.000 -39.36101351
28792 1.440 0.000 -39.38546945
28793 1.440 0.000 -39.40959300
28794 1.440 0.000 -39.43339489
28795 1.440 0.000 -39.45688611
28796 1.440 0.000 -39.48007784
28797 1.440 0.000 -39.50298135
28798 1.440 0.000 -39.52560801
28799 1.440 0.000 -39.54796919
28800 1.440 0.000 -39.57007623
28801 1.440 0.000 -39.59194041
28802 1.440 0.000 -39.61357293
28803 1.440 0.000 -39.63498482
28804 1.440 0.000 -39.65618699
28805 1.440 0.000 -39.67719015
28806 1.440 0.000 -39.69800480
28807 1.440 0.000 -39.71864125
28808 1.440 0.000 -39.73910955
28809 1.440 0.000 -39.75941951
28810 1.440 0.000 -39.77958069
28811 1.441 0.000 -39.79960238
28812 1.441 0.000 -39.81949360
28813 1.441 0.000 -39.83926311
28814 1.441 0.000 -39.85891936
28815 1.441 0.000 -39.87847056
28816 1.441 0.000 -39.89792461
28817 1.441 0.000 -39.91728915
28818 1.441 0.000 -39.93657152
28819 1.441 0.000 -39.95577881
28820 1.441 0.000 -39.97491783
28821 1.441 0.000 -39.99399512
28822 1.441 0.000 -40.01301696
28823 1.441 0.000 -40.03198936
28824 1.441 0.000 -40.05091809
28825 1.441 0.000 -40.06980867
28826 1.441 0.000 -40.08866639
28827 1.441 0.000 -40.10749627
28828 1.441 0.000 -40.12630314
28829 1.441 0.000 -40.14509159
28830 1.442 0.000 -40.16386600
28831 1.442 0.000 -40.18263053
28832 1.442 0.000 -40.20138915
28833 1.442 0.000 -40.22014564
28834 1.442 0.000 -40.23890357
28835 1.442 0.000 -40.25766635
28836 1.442 0.000 -40.27643720
28837 1.442 0.000 -40.29521919
28838 1.442 0.000 -40.31401521
28839 1.442 0.000 -40.33282800
28840 1.442 0.000 -40.35166015
28841 1.442 0.000 -40.37051412
28842 1.442 0.000 -40.38939221
28843 1.442 0.000 -40.40829660
28844 1.442 0.000 -40.42722935
28845 1.442 0.000 -40.44619240
28846 1.442 0.000 -40.46518756
28847 1.442 0.000 -40.48421654
28848 1.442 0.000 -40.50328097
28849 1.442 0.000 -40.52238233
28850 1.442 0.000 -40.54152205
28851 1.443 0.000 -40.56070144
28852 1.443 0.000 -40.57992176
28853 1.443 0.000 -40.59918414
28854 1.443 0.000 -40.61848968
28855 1.443 0.000 -40.63783938
28856 1.443 0.000 -40.65723418
28857 1.443 0.000 -40.67667495
28858 1.443 0.000 -40.69616250
28859 1.443 0.000 -40.71569758
28860 1.443 0.000 -40.73528089
28861 1.443 0.000 -40.75491307
28862 1.443 0.000 -40.77459472
28863 1.443 0.000 -40.79432638
28864 1.443 0.000 -40.81410856
28865 1.443 0.000 -40.83394172
28866 1.443 0.000 -40.85382629
28867 1.443 0.000 -40.87376265
28868 1.443 0.000 -40.89375115
28869 1.443 0.000 -40.91379212
28870 1.444 0.000 -40.93388585
28871 1.444 0.000 -40.95403259
28872 1.444 0.000 -40.97423259
28873 1.444 0.000 -40.99448606
28874 1.444 0.000 -41.01479319
28875 1.444 0.000 -41.03515414
28876 1.444 0.000 -41.05556906
28877 1.444 0.000 -41.07603807
28878 1.444 0.000 -41.09656129
28879 1.444 0.000 -41.11713882
28880 1.444 0.000 -41.13777073
28881 1.444 0.000 -41.15845708
28882 1.444 0.000 -41.17919793
28883 1.444 0.000 -41.19999332
28884 1.444 0.000 -41.22084328
28885 1.444 0.000 -41.24174783
28886 1.444 0.000 -41.26270697
28887 1.444 0.000 -41.28372071
28888 1.444 0.000 -41.30478904
28889 1.444 0.000 -41.32591194
28890 1.444 0.000 -41.34708939
28891 1.445 0.000 -41.36832136
28892 1.445 0.000 -41.38960782
28893 1.445 0.000 -41.41094873
28894 1.445 0.000 -41.43234404
28895 1.445 0.000 -41.45379371
28896 1.445 0.000 -41.47529768
28897 1.445 0.000 -41.49685590
28898 1.445 0.000 -41.51846830
28899 1.445 0.000 -41.54013482
28900 1.445 0.000 -41.56185540
28901 1.445 0.000 -41.58362996
28902 1.445 0.000 -41.60545844
28903 1.445 0.000 -41.62734076
28904 1.445 0.000 -41.64927685
28905 1.445 0.000 -41.67126663
28906 1.445 0.000 -41.69331002
28907 1.445 0.000 -41.71540694
28908 1.445 0.000 -41.73755730
28909 1.445 0.000 -41.75976104
28910 1.446 0.000 -41.78201805
28911 1.446 0.000 -41.80432827
28912 1.446 0.000 -41.82669159
28913 1.446 0.000 -41.84910794
28914 1.446 0.000 -41.87157722
28915 1.446 0.000 -41.89409935
28916 1.446 0.000 -41.91667424
28917 1.446 0.000 -41.93930180
28918 1.446 0.000 -41.96198194
28919 1.446 0.000 -41.98471456
28920 1.446 0.000 -42.00749957
28921 1.446 0.000 -42.03033689
28922 1.446 0.000 -42.05322641
28923 1.446 0.000 -42.07616805
28924 1.446 0.000 -42.09916171
28925 1.446 0.000 -42.12220729
28926 1.446 0.000 -42.14530470
28927 1.446 0.000 -42.16845384
